order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,log_website_session_id
39,2012-03-27 15:18:43,1243,1238,1,1,49.99,19.49,7.126087273299125
40,2012-03-27 16:53:30,1256,1251,1,1,49.99,19.49,7.136483208590247
41,2012-03-28 08:30:06,1330,1325,1,1,49.99,19.49,7.193685818395112
42,2012-03-28 09:56:58,1343,1337,1,1,49.99,19.49,7.203405521083095
43,2012-03-28 16:55:52,1419,1412,1,1,49.99,19.49,7.258412150595307
44,2012-03-28 21:24:10,1454,1447,1,1,49.99,19.49,7.282761179605593
45,2012-03-28 22:45:52,1463,1456,1,1,49.99,19.49,7.288927694521257
46,2012-03-29 16:11:05,1581,1574,1,1,49.99,19.49,7.366445148327599
47,2012-03-29 17:49:07,1605,1598,1,1,49.99,19.49,7.381501894506707
48,2012-03-29 23:09:30,1643,1635,1,1,49.99,19.49,7.404887575616125
49,2012-03-30 00:25:18,1646,1638,1,1,49.99,19.49,7.4067107301776405
50,2012-03-30 02:27:35,1654,1646,1,1,49.99,19.49,7.411556287811163
51,2012-03-30 10:06:25,1685,1677,1,1,49.99,19.49,7.430114138561801
52,2012-03-30 10:24:06,1691,1683,1,1,49.99,19.49,7.433666540166168
53,2012-03-30 12:47:30,1709,1701,1,1,49.99,19.49,7.444248649496705
54,2012-03-30 14:26:49,1726,1718,1,1,49.99,19.49,7.454141078146678
55,2012-03-30 14:39:09,1729,1721,1,1,49.99,19.49,7.455876687491824
56,2012-03-31 00:22:18,1790,1782,1,1,49.99,19.49,7.490529402060711
57,2012-03-31 02:32:43,1802,1794,1,1,49.99,19.49,7.497207223203318
58,2012-03-31 06:40:10,1807,1799,1,1,49.99,19.49,7.4999765409521215
59,2012-03-31 10:25:39,1823,1815,1,1,49.99,19.49,7.508787170634276
60,2012-03-31 19:24:33,1863,1855,1,1,49.99,19.49,7.530479995245536
61,2012-04-01 06:45:11,1890,1882,1,1,49.99,19.49,7.544861068658458
62,2012-04-01 12:38:27,1912,1902,1,1,49.99,19.49,7.556427969440253
63,2012-04-01 17:33:26,1939,1929,1,1,49.99,19.49,7.570443252057374
64,2012-04-01 18:26:19,1944,1934,1,1,49.99,19.49,7.573017256052546
65,2012-04-02 11:07:48,2036,2025,1,1,49.99,19.49,7.619233416226805
66,2012-04-02 16:32:15,2089,2076,1,1,49.99,19.49,7.644919344958857
67,2012-04-02 17:17:42,2102,2089,1,1,49.99,19.49,7.6511201757027
68,2012-04-02 18:36:27,2115,2102,1,1,49.99,19.49,7.65728279297819
69,2012-04-03 10:29:20,2210,2196,1,1,49.99,19.49,7.701200180857446
70,2012-04-03 11:53:36,2231,2217,1,1,49.99,19.49,7.710653323501202
71,2012-04-03 15:03:48,2262,2247,1,1,49.99,19.49,7.724446645633537
72,2012-04-03 16:31:50,2291,2276,1,1,49.99,19.49,7.73718007783463
73,2012-04-03 16:36:02,2295,1752,1,1,49.99,19.49,7.738923757439457
74,2012-04-03 19:09:43,2325,2309,1,1,49.99,19.49,7.75190533307861
75,2012-04-04 07:47:38,2392,2376,1,1,49.99,19.49,7.780303087908373
76,2012-04-04 11:13:55,2422,2405,1,1,49.99,19.49,7.792761720816526
77,2012-04-04 11:34:52,2431,2414,1,1,49.99,19.49,7.796469243086058
78,2012-04-04 18:21:44,2514,2495,1,1,49.99,19.49,7.83002808253384
79,2012-04-04 19:00:06,2522,2503,1,1,49.99,19.49,7.833203948641057
80,2012-04-05 10:34:00,2624,383,1,1,49.99,19.49,7.872836175025724
81,2012-04-05 13:15:34,2668,2644,1,1,49.99,19.49,7.889459149404524
82,2012-04-05 20:11:27,2770,2746,1,1,49.99,19.49,7.9269635448629785
83,2012-04-06 04:04:23,2810,2786,1,1,49.99,19.49,7.941295570906532
84,2012-04-06 12:16:39,2879,2854,1,1,49.99,19.49,7.965545573129992
85,2012-04-06 17:13:09,2942,2916,1,1,49.99,19.49,7.987184748233473
86,2012-04-06 22:48:48,2982,2956,1,1,49.99,19.49,8.000684784514748
87,2012-04-07 04:47:20,3000,2972,1,1,49.99,19.49,8.006700845440367
88,2012-04-07 16:15:03,3040,3012,1,1,49.99,19.49,8.019941687677365
89,2012-04-07 16:55:38,3044,3016,1,1,49.99,19.49,8.021256180143997
90,2012-04-08 02:25:16,3077,3048,1,1,49.99,19.49,8.032035314398824
91,2012-04-08 05:52:53,3082,3053,1,1,49.99,19.49,8.03365842788615
92,2012-04-08 20:50:48,3137,3107,1,1,49.99,19.49,8.051340933292979
93,2012-04-08 21:10:18,3139,3109,1,1,49.99,19.49,8.0519780789023
94,2012-04-08 22:33:08,3147,3116,1,1,49.99,19.49,8.054522609537294
95,2012-04-09 09:49:50,3189,3158,1,1,49.99,19.49,8.06777619577889
96,2012-04-09 09:50:14,3188,3157,1,1,49.99,19.49,8.067462667010057
97,2012-04-09 11:25:30,3208,3177,1,1,49.99,19.49,8.073714641109857
98,2012-04-09 15:01:23,3247,3215,1,1,49.99,19.49,8.085794701281568
99,2012-04-09 19:48:47,3295,3263,1,1,49.99,19.49,8.100464891029363
100,2012-04-09 20:28:57,3299,3267,1,1,49.99,19.49,8.101677747454572
101,2012-04-09 22:56:37,3318,3285,1,1,49.99,19.49,8.107418811719974
102,2012-04-09 23:25:30,3322,3289,1,1,49.99,19.49,8.108623268354595
103,2012-04-10 14:21:17,3421,3386,1,1,49.99,19.49,8.137980454452139
104,2012-04-10 16:40:18,3446,3411,1,1,49.99,19.49,8.145259566516865
105,2012-04-10 22:27:09,3496,3460,1,1,49.99,19.49,8.159660737063376
106,2012-04-11 14:13:17,3604,3565,1,1,49.99,19.49,8.190077049719049
107,2012-04-11 15:22:47,3618,3579,1,1,49.99,19.49,8.193953023563742
108,2012-04-11 16:38:56,3642,3602,1,1,49.99,19.49,8.200562797008564
109,2012-04-11 20:19:28,3683,3642,1,1,49.99,19.49,8.211754397375197
110,2012-04-11 21:59:27,3689,3648,1,1,49.99,19.49,8.213381737034572
111,2012-04-12 10:03:06,3746,3703,1,1,49.99,19.49,8.228710798793687
112,2012-04-12 10:51:25,3765,3722,1,1,49.99,19.49,8.233768709217097
113,2012-04-12 13:30:14,3789,811,1,1,49.99,19.49,8.240121298076472
114,2012-04-12 15:50:47,3807,3761,1,1,49.99,19.49,8.244859395911256
115,2012-04-13 02:13:16,3873,3824,1,1,49.99,19.49,8.262042843966942
116,2012-04-13 14:53:49,3947,3895,1,1,49.99,19.49,8.280964400553373
117,2012-04-14 23:26:48,4100,4047,1,1,49.99,19.49,8.31898612539206
118,2012-04-15 09:00:37,4119,4065,1,1,49.99,19.49,8.323608442343572
119,2012-04-15 13:20:39,4130,4076,1,1,49.99,19.49,8.326274787396764
120,2012-04-15 15:10:58,4136,4082,1,1,49.99,19.49,8.327726166461412
121,2012-04-15 16:36:31,4140,4086,1,1,49.99,19.49,8.328692583545568
122,2012-04-16 13:22:52,4224,3313,1,1,49.99,19.49,8.348774539791274
123,2012-04-16 14:54:24,4232,4174,1,1,49.99,19.49,8.350666240520924
124,2012-04-16 15:03:23,4235,4177,1,1,49.99,19.49,8.351374706721296
125,2012-04-16 17:59:57,4249,4191,1,1,49.99,19.49,8.354674261918463
126,2012-04-16 19:33:33,4258,167,1,1,49.99,19.49,8.356789669923213
127,2012-04-17 19:20:42,4372,455,1,1,49.99,19.49,8.38320455141292
128,2012-04-18 10:28:38,4420,4346,1,1,49.99,19.49,8.394121193826242
129,2012-04-18 12:10:33,4437,4362,1,1,49.99,19.49,8.39795910349254
130,2012-04-18 18:51:07,4490,755,1,1,49.99,19.49,8.409830673087738
131,2012-04-18 19:59:44,4501,4423,1,1,49.99,19.49,8.412277021466677
132,2012-04-19 07:42:08,4531,59,1,1,49.99,19.49,8.418918622147897
133,2012-04-19 13:21:03,4559,4474,1,1,49.99,19.49,8.425077902508432
134,2012-04-19 14:19:40,4566,4480,1,1,49.99,19.49,8.426611813185
135,2012-04-19 14:20:15,4567,4481,1,1,49.99,19.49,8.426830751335846
136,2012-04-19 19:02:48,4605,4519,1,1,49.99,19.49,8.43511508038063
137,2012-04-19 21:50:45,4620,4533,1,1,49.99,19.49,8.438366410870266
138,2012-04-20 14:02:15,4685,4590,1,1,49.99,19.49,8.452334619067742
139,2012-04-21 17:39:59,4770,4674,1,1,49.99,19.49,8.470311205516108
140,2012-04-22 11:01:02,4801,4704,1,1,49.99,19.49,8.4767877767812
141,2012-04-22 16:58:22,4815,4718,1,1,49.99,19.49,8.479698986988657
142,2012-04-22 21:22:31,4828,4728,1,1,49.99,19.49,8.482394685873542
143,2012-04-23 11:07:52,4878,4774,1,1,49.99,19.49,8.492695559815838
144,2012-04-23 11:27:53,4881,4777,1,1,49.99,19.49,8.493310250952906
145,2012-04-23 12:31:17,4889,4785,1,1,49.99,19.49,8.494947582468917
146,2012-04-23 17:12:15,4923,2368,1,1,49.99,19.49,8.501876487304344
147,2012-04-23 20:59:07,4943,4832,1,1,49.99,19.49,8.505929999137527
148,2012-04-23 22:39:58,4951,4840,1,1,49.99,19.49,8.507546814364431
149,2012-04-23 22:57:17,4952,3291,1,1,49.99,19.49,8.507748732588238
150,2012-04-24 19:22:17,5054,4933,1,1,49.99,19.49,8.528133131454572
151,2012-04-24 23:13:26,5065,210,1,1,49.99,19.49,8.53030683056162
152,2012-04-25 21:05:32,5151,13,1,1,49.99,19.49,8.54714026778419
153,2012-04-26 15:35:59,5252,5116,1,1,49.99,19.49,8.566554620953962
154,2012-04-26 17:43:19,5270,5134,1,1,49.99,19.49,8.569975376855206
155,2012-04-26 22:22:55,5292,5154,1,1,49.99,19.49,8.574140471857987
156,2012-04-27 01:22:32,5297,5158,1,1,49.99,19.49,8.575084669832014
157,2012-04-27 19:42:18,5386,5243,1,1,49.99,19.49,8.591743922680534
158,2012-04-29 16:58:56,5458,5312,1,1,49.99,19.49,8.605020901781758
159,2012-04-30 12:14:59,5538,5387,1,1,49.99,19.49,8.619569258033104
160,2012-05-01 03:50:09,5619,5461,1,1,49.99,19.49,8.634086942887738
161,2012-05-01 10:34:08,5650,5488,1,1,49.99,19.49,8.639587799629844
162,2012-05-01 11:20:19,5654,876,1,1,49.99,19.49,8.640295388550221
163,2012-05-01 12:10:41,5663,4038,1,1,49.99,19.49,8.641885635373555
164,2012-05-01 16:25:31,5705,5539,1,1,49.99,19.49,8.649273531773446
165,2012-05-02 11:50:21,5820,5640,1,1,49.99,19.49,8.669227347271736
166,2012-05-02 12:56:44,5830,5649,1,1,49.99,19.49,8.670943791222156
167,2012-05-02 17:15:10,5870,5688,1,1,49.99,19.49,8.677780256064185
168,2012-05-02 17:24:00,5873,5691,1,1,49.99,19.49,8.678291111758565
169,2012-05-03 09:03:53,5925,3057,1,1,49.99,19.49,8.68710472813351
170,2012-05-03 09:40:22,5927,2617,1,1,49.99,19.49,8.687442166975924
171,2012-05-03 15:19:38,5976,5788,1,1,49.99,19.49,8.695674048824253
172,2012-05-03 16:24:32,5987,5797,1,1,49.99,19.49,8.69751274553952
173,2012-05-03 23:52:58,6017,5824,1,1,49.99,19.49,8.70251025718999
174,2012-05-04 05:22:36,6036,5840,1,1,49.99,19.49,8.705662478796427
175,2012-05-04 10:24:35,6056,5858,1,1,49.99,19.49,8.708969906980947
176,2012-05-04 16:56:05,6123,5918,1,1,49.99,19.49,8.719970756777574
177,2012-05-08 15:59:05,6481,6237,1,1,49.99,19.49,8.776784383701493
178,2012-05-08 16:18:21,6487,6242,1,1,49.99,19.49,8.77770959579525
179,2012-05-09 01:00:09,6536,6288,1,1,49.99,19.49,8.78523362361273
180,2012-05-09 01:40:07,6539,6291,1,1,49.99,19.49,8.785692444451245
181,2012-05-09 09:04:41,6562,6313,1,1,49.99,19.49,8.789203094473724
182,2012-05-09 10:16:50,6571,6322,1,1,49.99,19.49,8.790573479157159
183,2012-05-09 13:36:25,6603,6352,1,1,49.99,19.49,8.795430805040018
184,2012-05-09 14:59:36,6614,2020,1,1,49.99,19.49,8.797095076549056
185,2012-05-09 17:01:21,6629,6374,1,1,49.99,19.49,8.799360083179907
186,2012-05-09 17:41:14,6637,6381,1,1,49.99,19.49,8.80056599227992
187,2012-05-10 09:54:16,6692,6433,1,1,49.99,19.49,8.808817483100642
188,2012-05-10 18:45:17,6765,6500,1,1,49.99,19.49,8.819665349340653
189,2012-05-10 21:29:58,6781,6515,1,1,49.99,19.49,8.822027322685583
190,2012-05-11 11:10:14,6836,6565,1,1,49.99,19.49,8.830104317913793
191,2012-05-11 15:06:01,6889,5115,1,1,49.99,19.49,8.837826364007704
192,2012-05-11 21:20:08,6927,6648,1,1,49.99,19.49,8.843326450242271
193,2012-05-12 20:44:15,6993,6711,1,1,49.99,19.49,8.852807917623322
194,2012-05-13 08:21:23,7018,6732,1,1,49.99,19.49,8.856376036730422
195,2012-05-13 15:56:25,7035,6747,1,1,49.99,19.49,8.85879510585745
196,2012-05-13 17:04:33,7042,6754,1,1,49.99,19.49,8.85978949474541
197,2012-05-14 18:33:40,7140,3659,1,1,49.99,19.49,8.87360810154911
198,2012-05-14 18:51:18,7144,6841,1,1,49.99,19.49,8.874168090363968
199,2012-05-15 03:20:44,7175,6869,1,1,49.99,19.49,8.878497403738631
200,2012-05-15 05:20:02,7178,3123,1,1,49.99,19.49,8.878915376576483
201,2012-05-15 05:28:05,7179,6872,1,1,49.99,19.49,8.87905466204227
202,2012-05-15 08:13:34,7188,6880,1,1,49.99,19.49,8.880307358983872
203,2012-05-15 08:56:05,7191,6882,1,1,49.99,19.49,8.880724576151456
204,2012-05-15 15:06:45,7240,6929,1,1,49.99,19.49,8.88751459738882
205,2012-05-15 15:29:52,7245,872,1,1,49.99,19.49,8.888204871455022
206,2012-05-15 17:26:16,7263,6948,1,1,49.99,19.49,8.890685920281129
207,2012-05-16 05:07:43,7311,6994,1,1,49.99,19.49,8.897272113133987
208,2012-05-16 05:33:50,7312,6995,1,1,49.99,19.49,8.89740886527095
209,2012-05-17 00:34:13,7421,7097,1,1,49.99,19.49,8.912203841620542
210,2012-05-17 16:23:20,7507,7176,1,1,49.99,19.49,8.9237243977064
211,2012-05-17 19:33:38,7528,7195,1,1,49.99,19.49,8.926517509850122
212,2012-05-18 10:29:28,7577,4607,1,1,49.99,19.49,8.933004591578547
213,2012-05-18 11:38:07,7590,7248,1,1,49.99,19.49,8.934718614016768
214,2012-05-18 13:43:00,7597,3264,1,1,49.99,19.49,8.935640333747571
215,2012-05-18 14:24:34,7604,7260,1,1,49.99,19.49,8.936561204693394
216,2012-05-19 03:45:52,7663,7314,1,1,49.99,19.49,8.944289319650697
217,2012-05-20 00:54:14,7710,7355,1,1,49.99,19.49,8.95040315983296
218,2012-05-20 09:53:49,7734,7379,1,1,49.99,19.49,8.953510763007166
219,2012-05-20 22:54:22,7787,7425,1,1,49.99,19.49,8.960339366492091
220,2012-05-20 23:15:35,7792,7430,1,1,49.99,19.49,8.96098117384356
221,2012-05-20 23:36:57,7795,7432,1,1,49.99,19.49,8.961366060627451
222,2012-05-21 05:26:35,7820,7455,1,1,49.99,19.49,8.964567702601611
223,2012-05-21 11:52:18,7864,7498,1,1,49.99,19.49,8.970177815492379
224,2012-05-21 16:48:12,7906,7533,1,1,49.99,19.49,8.975503722070927
225,2012-05-21 22:15:20,7947,7569,1,1,49.99,19.49,8.980675603671708
226,2012-05-22 05:15:47,7973,7594,1,1,49.99,19.49,8.983941527941301
227,2012-05-22 06:15:19,7978,7599,1,1,49.99,19.49,8.984568369308281
228,2012-05-22 11:40:48,8001,4430,1,1,49.99,19.49,8.98744678941718
229,2012-05-22 13:00:49,8011,7630,1,1,49.99,19.49,8.988695696785708
230,2012-05-22 16:53:01,8060,1997,1,1,49.99,19.49,8.9947928972836
231,2012-05-23 03:29:12,8130,7735,1,1,49.99,19.49,9.003439196207838
232,2012-05-23 22:13:43,8265,4098,1,1,49.99,19.49,9.019905995071678
233,2012-05-23 23:24:06,8272,7867,1,1,49.99,19.49,9.020752479190183
234,2012-05-24 19:34:52,8435,8016,1,1,49.99,19.49,9.040263541598666
235,2012-05-24 20:47:20,8447,8026,1,1,49.99,19.49,9.041685005946043
236,2012-05-25 04:56:43,8479,8053,1,1,49.99,19.49,9.045465728785949
237,2012-05-25 05:03:31,8480,8054,1,1,49.99,19.49,9.0455836463617
238,2012-05-25 11:32:25,8519,8090,1,1,49.99,19.49,9.050171619823361
239,2012-05-25 14:34:54,8543,8114,1,1,49.99,19.49,9.052984561199976
240,2012-05-25 14:47:19,8546,8116,1,1,49.99,19.49,9.053335623166017
241,2012-05-25 16:22:45,8569,8136,1,1,49.99,19.49,9.056023011591826
242,2012-05-26 13:48:44,8642,8202,1,1,49.99,19.49,9.064505023752638
243,2012-05-26 14:12:31,8643,8203,1,1,49.99,19.49,9.064620717626777
244,2012-05-26 17:15:58,8656,8216,1,1,49.99,19.49,9.066123521215774
245,2012-05-27 09:35:20,8694,8250,1,1,49.99,19.49,9.070503426788383
246,2012-05-27 23:20:09,8738,8289,1,1,49.99,19.49,9.075551045627543
247,2012-05-28 01:00:08,8748,8299,1,1,49.99,19.49,9.076694687106265
248,2012-05-28 06:32:53,8766,8314,1,1,49.99,19.49,9.078749951588586
249,2012-05-28 15:16:53,8810,8353,1,1,49.99,19.49,9.08375621986673
250,2012-05-29 06:08:15,8874,8409,1,1,49.99,19.49,9.090993614343617
251,2012-05-29 10:25:35,8903,8436,1,1,49.99,19.49,9.094255892955381
252,2012-05-29 10:28:05,8905,8438,1,1,49.99,19.49,9.094480485881647
253,2012-05-29 11:52:28,8921,8453,1,1,49.99,19.49,9.09627541568821
254,2012-05-29 15:26:24,8953,8484,1,1,49.99,19.49,9.09985563880091
255,2012-05-29 16:36:43,8963,8493,1,1,49.99,19.49,9.100971834920818
256,2012-05-29 17:05:01,8971,8501,1,1,49.99,19.49,9.101863895640099
257,2012-05-29 23:52:45,9020,8548,1,1,49.99,19.49,9.107310471656639
258,2012-05-30 03:09:09,9032,8559,1,1,49.99,19.49,9.108639817149843
259,2012-05-30 07:56:12,9042,8567,1,1,49.99,19.49,9.10974625674048
260,2012-05-30 12:03:14,9073,8594,1,1,49.99,19.49,9.113168460223909
261,2012-05-30 20:49:37,9166,8676,1,1,49.99,19.49,9.123365357961776
262,2012-05-30 23:02:24,9176,8684,1,1,49.99,19.49,9.124455632819013
263,2012-05-31 05:33:03,9193,8701,1,1,49.99,19.49,9.126306376366173
264,2012-05-31 09:04:38,9216,8721,1,1,49.99,19.49,9.128804883993665
265,2012-05-31 11:07:52,9240,7771,1,1,49.99,19.49,9.13140538388804
266,2012-05-31 16:48:56,9294,8792,1,1,49.99,19.49,9.137231900155545
267,2012-05-31 23:09:54,9342,8836,1,1,49.99,19.49,9.142382678792956
268,2012-06-01 06:22:07,9363,8855,1,1,49.99,19.49,9.144627828610801
269,2012-06-01 12:48:56,9412,8898,1,1,49.99,19.49,9.14984699154722
270,2012-06-01 12:57:29,9413,8899,1,1,49.99,19.49,9.149953221961088
271,2012-06-01 14:22:14,9428,8911,1,1,49.99,19.49,9.151545325465678
272,2012-06-01 18:27:57,9460,8941,1,1,49.99,19.49,9.154933364704444
273,2012-06-01 20:13:43,9467,8948,1,1,49.99,19.49,9.155672970633875
274,2012-06-02 13:04:20,9514,8992,1,1,49.99,19.49,9.16062477973025
275,2012-06-02 23:36:33,9547,9022,1,1,49.99,19.49,9.16408698745872
276,2012-06-03 07:08:32,9562,9033,1,1,49.99,19.49,9.165656764349542
277,2012-06-03 10:20:20,9568,9038,1,1,49.99,19.49,9.166283985779263
278,2012-06-03 17:07:33,9590,4154,1,1,49.99,19.49,9.16858043772795
279,2012-06-03 18:13:27,9592,9057,1,1,49.99,19.49,9.168788944817948
280,2012-06-04 01:52:42,9617,9082,1,1,49.99,19.49,9.171391621837609
281,2012-06-04 18:54:32,9735,9182,1,1,49.99,19.49,9.183585634667363
282,2012-06-05 00:05:08,9765,9209,1,1,49.99,19.49,9.186662244621605
283,2012-06-05 00:43:45,9769,9213,1,1,49.99,19.49,9.187071745036828
284,2012-06-05 03:25:52,9779,9222,1,1,49.99,19.49,9.188094763028863
285,2012-06-05 11:58:32,9819,9259,1,1,49.99,19.49,9.192176401348512
286,2012-06-05 14:05:13,9849,9284,1,1,49.99,19.49,9.195226734166134
287,2012-06-06 01:28:55,9915,9342,1,1,49.99,19.49,9.201904893155081
288,2012-06-06 08:14:09,9932,9357,1,1,49.99,19.49,9.203617826215355
289,2012-06-06 09:43:17,9942,9364,1,1,49.99,19.49,9.204624064980074
290,2012-06-06 10:54:47,9954,9374,1,1,49.99,19.49,9.205830216498297
291,2012-06-06 13:05:33,9989,9406,1,1,49.99,19.49,9.2093398716426
292,2012-06-06 16:36:33,10020,9433,1,1,49.99,19.49,9.212438170058329
293,2012-06-06 17:40:07,10033,9446,1,1,49.99,19.49,9.213734605044198
294,2012-06-06 18:13:18,10041,9454,1,1,49.99,19.49,9.21453157659465
295,2012-06-07 06:41:57,10105,9509,1,1,49.99,19.49,9.220884585851854
296,2012-06-07 09:31:47,10122,9525,1,1,49.99,19.49,9.222565341598752
297,2012-06-07 11:52:01,10151,9553,1,1,49.99,19.49,9.225426009394223
298,2012-06-07 12:51:42,10167,9567,1,1,49.99,19.49,9.22700081286929
299,2012-06-07 13:34:27,10177,9576,1,1,49.99,19.49,9.227983807148778
300,2012-06-07 20:46:55,10244,9640,1,1,49.99,19.49,9.234545060673
301,2012-06-08 00:03:33,10265,9658,1,1,49.99,19.49,9.236592743120248
302,2012-06-08 01:47:40,10269,6616,1,1,49.99,19.49,9.236982302922604
303,2012-06-08 06:25:01,10277,9669,1,1,49.99,19.49,9.237760967552175
304,2012-06-08 09:11:42,10291,9681,1,1,49.99,19.49,9.239122173401634
305,2012-06-08 10:07:24,10300,9689,1,1,49.99,19.49,9.239996256883693
306,2012-06-08 13:58:12,10335,9721,1,1,49.99,19.49,9.243388226022383
307,2012-06-09 03:07:43,10411,9788,1,1,49.99,19.49,9.250714266114455
308,2012-06-09 14:35:34,10442,9816,1,1,49.99,19.49,9.253687176479549
309,2012-06-09 23:54:32,10468,9836,1,1,49.99,19.49,9.256173788319355
310,2012-06-10 18:55:21,10517,9881,1,1,49.99,19.49,9.260843354149289
311,2012-06-10 19:48:05,10518,9882,1,1,49.99,19.49,9.260938424739274
312,2012-06-10 21:39:55,10526,3428,1,1,49.99,19.49,9.261698664251325
313,2012-06-11 09:36:20,10575,9933,1,1,49.99,19.49,9.266342562091468
314,2012-06-11 10:54:00,10591,7271,1,1,49.99,19.49,9.26785427817679
315,2012-06-11 11:01:26,10600,9955,1,1,49.99,19.49,9.268703615273097
316,2012-06-11 11:47:49,10605,9959,1,1,49.99,19.49,9.269175157697076
317,2012-06-11 18:56:38,10674,3561,1,1,49.99,19.49,9.275659838096825
318,2012-06-12 02:14:58,10719,10065,1,1,49.99,19.49,9.279866434624793
319,2012-06-12 04:20:51,10721,10067,1,1,49.99,19.49,9.280052984387483
320,2012-06-12 11:24:59,10752,10094,1,1,49.99,19.49,9.282940064390527
321,2012-06-12 14:26:12,10787,10124,1,1,49.99,19.49,9.28618968425962
322,2012-06-12 19:17:57,10837,10172,1,1,49.99,19.49,9.29081375612606
323,2012-06-13 06:04:27,10886,10216,1,1,49.99,19.49,9.29532469588118
324,2012-06-13 10:37:39,10918,10246,1,1,49.99,19.49,9.298259670014065
325,2012-06-13 10:58:10,10922,10250,1,1,49.99,19.49,9.298625936843543
326,2012-06-13 11:16:36,10927,10254,1,1,49.99,19.49,9.29908358181057
327,2012-06-13 11:20:33,10926,10253,1,1,49.99,19.49,9.298992069570746
328,2012-06-13 11:50:45,10937,10264,1,1,49.99,19.49,9.299998243906717
329,2012-06-13 12:29:01,10946,10272,1,1,49.99,19.49,9.300820725104558
330,2012-06-13 14:02:27,10971,8333,1,1,49.99,19.49,9.303101852057495
331,2012-06-13 15:21:05,10985,10306,1,1,49.99,19.49,9.304377013902565
332,2012-06-13 17:09:12,11007,7350,1,1,49.99,19.49,9.306377560173125
333,2012-06-14 14:26:25,11154,10459,1,1,49.99,19.49,9.319643106866632
334,2012-06-15 13:58:14,11322,3736,1,1,49.99,19.49,9.33459133431404
335,2012-06-15 23:13:12,11386,10668,1,1,49.99,19.49,9.340227632810604
336,2012-06-16 00:01:59,11389,10671,1,1,49.99,19.49,9.340491056441229
337,2012-06-16 03:33:59,11397,10678,1,1,49.99,19.49,9.341193180394946
338,2012-06-16 12:01:25,11418,10699,1,1,49.99,19.49,9.343033913701648
339,2012-06-17 15:38:35,11502,10775,1,1,49.99,19.49,9.35036314989601
340,2012-06-17 19:48:58,11520,10791,1,1,49.99,19.49,9.351926736038054
