order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
59,2012-03-31 10:25:39,1823,1815,1,1,49.99,19.49
60,2012-03-31 19:24:33,1863,1855,1,1,49.99,19.49
61,2012-04-01 06:45:11,1890,1882,1,1,49.99,19.49
62,2012-04-01 12:38:27,1912,1902,1,1,49.99,19.49
63,2012-04-01 17:33:26,1939,1929,1,1,49.99,19.49
64,2012-04-01 18:26:19,1944,1934,1,1,49.99,19.49
65,2012-04-02 11:07:48,2036,2025,1,1,49.99,19.49
66,2012-04-02 16:32:15,2089,2076,1,1,49.99,19.49
67,2012-04-02 17:17:42,2102,2089,1,1,49.99,19.49
68,2012-04-02 18:36:27,2115,2102,1,1,49.99,19.49
69,2012-04-03 10:29:20,2210,2196,1,1,49.99,19.49
70,2012-04-03 11:53:36,2231,2217,1,1,49.99,19.49
71,2012-04-03 15:03:48,2262,2247,1,1,49.99,19.49
72,2012-04-03 16:31:50,2291,2276,1,1,49.99,19.49
73,2012-04-03 16:36:02,2295,1752,1,1,49.99,19.49
74,2012-04-03 19:09:43,2325,2309,1,1,49.99,19.49
75,2012-04-04 07:47:38,2392,2376,1,1,49.99,19.49
76,2012-04-04 11:13:55,2422,2405,1,1,49.99,19.49
77,2012-04-04 11:34:52,2431,2414,1,1,49.99,19.49
78,2012-04-04 18:21:44,2514,2495,1,1,49.99,19.49
79,2012-04-04 19:00:06,2522,2503,1,1,49.99,19.49
80,2012-04-05 10:34:00,2624,383,1,1,49.99,19.49
81,2012-04-05 13:15:34,2668,2644,1,1,49.99,19.49
82,2012-04-05 20:11:27,2770,2746,1,1,49.99,19.49
83,2012-04-06 04:04:23,2810,2786,1,1,49.99,19.49
84,2012-04-06 12:16:39,2879,2854,1,1,49.99,19.49
85,2012-04-06 17:13:09,2942,2916,1,1,49.99,19.49
86,2012-04-06 22:48:48,2982,2956,1,1,49.99,19.49
87,2012-04-07 04:47:20,3000,2972,1,1,49.99,19.49
88,2012-04-07 16:15:03,3040,3012,1,1,49.99,19.49
89,2012-04-07 16:55:38,3044,3016,1,1,49.99,19.49
90,2012-04-08 02:25:16,3077,3048,1,1,49.99,19.49
91,2012-04-08 05:52:53,3082,3053,1,1,49.99,19.49
92,2012-04-08 20:50:48,3137,3107,1,1,49.99,19.49
93,2012-04-08 21:10:18,3139,3109,1,1,49.99,19.49
94,2012-04-08 22:33:08,3147,3116,1,1,49.99,19.49
95,2012-04-09 09:49:50,3189,3158,1,1,49.99,19.49
96,2012-04-09 09:50:14,3188,3157,1,1,49.99,19.49
97,2012-04-09 11:25:30,3208,3177,1,1,49.99,19.49
98,2012-04-09 15:01:23,3247,3215,1,1,49.99,19.49
99,2012-04-09 19:48:47,3295,3263,1,1,49.99,19.49
100,2012-04-09 20:28:57,3299,3267,1,1,49.99,19.49
101,2012-04-09 22:56:37,3318,3285,1,1,49.99,19.49
102,2012-04-09 23:25:30,3322,3289,1,1,49.99,19.49
103,2012-04-10 14:21:17,3421,3386,1,1,49.99,19.49
104,2012-04-10 16:40:18,3446,3411,1,1,49.99,19.49
105,2012-04-10 22:27:09,3496,3460,1,1,49.99,19.49
106,2012-04-11 14:13:17,3604,3565,1,1,49.99,19.49
107,2012-04-11 15:22:47,3618,3579,1,1,49.99,19.49
108,2012-04-11 16:38:56,3642,3602,1,1,49.99,19.49
109,2012-04-11 20:19:28,3683,3642,1,1,49.99,19.49
110,2012-04-11 21:59:27,3689,3648,1,1,49.99,19.49
111,2012-04-12 10:03:06,3746,3703,1,1,49.99,19.49
112,2012-04-12 10:51:25,3765,3722,1,1,49.99,19.49
113,2012-04-12 13:30:14,3789,811,1,1,49.99,19.49
114,2012-04-12 15:50:47,3807,3761,1,1,49.99,19.49
115,2012-04-13 02:13:16,3873,3824,1,1,49.99,19.49
116,2012-04-13 14:53:49,3947,3895,1,1,49.99,19.49
117,2012-04-14 23:26:48,4100,4047,1,1,49.99,19.49
118,2012-04-15 09:00:37,4119,4065,1,1,49.99,19.49
119,2012-04-15 13:20:39,4130,4076,1,1,49.99,19.49
120,2012-04-15 15:10:58,4136,4082,1,1,49.99,19.49
121,2012-04-15 16:36:31,4140,4086,1,1,49.99,19.49
122,2012-04-16 13:22:52,4224,3313,1,1,49.99,19.49
123,2012-04-16 14:54:24,4232,4174,1,1,49.99,19.49
124,2012-04-16 15:03:23,4235,4177,1,1,49.99,19.49
125,2012-04-16 17:59:57,4249,4191,1,1,49.99,19.49
126,2012-04-16 19:33:33,4258,167,1,1,49.99,19.49
127,2012-04-17 19:20:42,4372,455,1,1,49.99,19.49
128,2012-04-18 10:28:38,4420,4346,1,1,49.99,19.49
129,2012-04-18 12:10:33,4437,4362,1,1,49.99,19.49
130,2012-04-18 18:51:07,4490,755,1,1,49.99,19.49
131,2012-04-18 19:59:44,4501,4423,1,1,49.99,19.49
132,2012-04-19 07:42:08,4531,59,1,1,49.99,19.49
133,2012-04-19 13:21:03,4559,4474,1,1,49.99,19.49
134,2012-04-19 14:19:40,4566,4480,1,1,49.99,19.49
135,2012-04-19 14:20:15,4567,4481,1,1,49.99,19.49
136,2012-04-19 19:02:48,4605,4519,1,1,49.99,19.49
137,2012-04-19 21:50:45,4620,4533,1,1,49.99,19.49
138,2012-04-20 14:02:15,4685,4590,1,1,49.99,19.49
139,2012-04-21 17:39:59,4770,4674,1,1,49.99,19.49
140,2012-04-22 11:01:02,4801,4704,1,1,49.99,19.49
141,2012-04-22 16:58:22,4815,4718,1,1,49.99,19.49
142,2012-04-22 21:22:31,4828,4728,1,1,49.99,19.49
143,2012-04-23 11:07:52,4878,4774,1,1,49.99,19.49
144,2012-04-23 11:27:53,4881,4777,1,1,49.99,19.49
145,2012-04-23 12:31:17,4889,4785,1,1,49.99,19.49
146,2012-04-23 17:12:15,4923,2368,1,1,49.99,19.49
147,2012-04-23 20:59:07,4943,4832,1,1,49.99,19.49
148,2012-04-23 22:39:58,4951,4840,1,1,49.99,19.49
149,2012-04-23 22:57:17,4952,3291,1,1,49.99,19.49
150,2012-04-24 19:22:17,5054,4933,1,1,49.99,19.49
151,2012-04-24 23:13:26,5065,210,1,1,49.99,19.49
152,2012-04-25 21:05:32,5151,13,1,1,49.99,19.49
153,2012-04-26 15:35:59,5252,5116,1,1,49.99,19.49
154,2012-04-26 17:43:19,5270,5134,1,1,49.99,19.49
155,2012-04-26 22:22:55,5292,5154,1,1,49.99,19.49
156,2012-04-27 01:22:32,5297,5158,1,1,49.99,19.49
157,2012-04-27 19:42:18,5386,5243,1,1,49.99,19.49
158,2012-04-29 16:58:56,5458,5312,1,1,49.99,19.49
159,2012-04-30 12:14:59,5538,5387,1,1,49.99,19.49
160,2012-05-01 03:50:09,5619,5461,1,1,49.99,19.49
161,2012-05-01 10:34:08,5650,5488,1,1,49.99,19.49
162,2012-05-01 11:20:19,5654,876,1,1,49.99,19.49
163,2012-05-01 12:10:41,5663,4038,1,1,49.99,19.49
164,2012-05-01 16:25:31,5705,5539,1,1,49.99,19.49
165,2012-05-02 11:50:21,5820,5640,1,1,49.99,19.49
166,2012-05-02 12:56:44,5830,5649,1,1,49.99,19.49
167,2012-05-02 17:15:10,5870,5688,1,1,49.99,19.49
168,2012-05-02 17:24:00,5873,5691,1,1,49.99,19.49
169,2012-05-03 09:03:53,5925,3057,1,1,49.99,19.49
170,2012-05-03 09:40:22,5927,2617,1,1,49.99,19.49
171,2012-05-03 15:19:38,5976,5788,1,1,49.99,19.49
172,2012-05-03 16:24:32,5987,5797,1,1,49.99,19.49
173,2012-05-03 23:52:58,6017,5824,1,1,49.99,19.49
174,2012-05-04 05:22:36,6036,5840,1,1,49.99,19.49
175,2012-05-04 10:24:35,6056,5858,1,1,49.99,19.49
176,2012-05-04 16:56:05,6123,5918,1,1,49.99,19.49
177,2012-05-08 15:59:05,6481,6237,1,1,49.99,19.49
178,2012-05-08 16:18:21,6487,6242,1,1,49.99,19.49
179,2012-05-09 01:00:09,6536,6288,1,1,49.99,19.49
180,2012-05-09 01:40:07,6539,6291,1,1,49.99,19.49
181,2012-05-09 09:04:41,6562,6313,1,1,49.99,19.49
182,2012-05-09 10:16:50,6571,6322,1,1,49.99,19.49
183,2012-05-09 13:36:25,6603,6352,1,1,49.99,19.49
184,2012-05-09 14:59:36,6614,2020,1,1,49.99,19.49
185,2012-05-09 17:01:21,6629,6374,1,1,49.99,19.49
186,2012-05-09 17:41:14,6637,6381,1,1,49.99,19.49
187,2012-05-10 09:54:16,6692,6433,1,1,49.99,19.49
188,2012-05-10 18:45:17,6765,6500,1,1,49.99,19.49
189,2012-05-10 21:29:58,6781,6515,1,1,49.99,19.49
190,2012-05-11 11:10:14,6836,6565,1,1,49.99,19.49
191,2012-05-11 15:06:01,6889,5115,1,1,49.99,19.49
192,2012-05-11 21:20:08,6927,6648,1,1,49.99,19.49
193,2012-05-12 20:44:15,6993,6711,1,1,49.99,19.49
194,2012-05-13 08:21:23,7018,6732,1,1,49.99,19.49
195,2012-05-13 15:56:25,7035,6747,1,1,49.99,19.49
196,2012-05-13 17:04:33,7042,6754,1,1,49.99,19.49
197,2012-05-14 18:33:40,7140,3659,1,1,49.99,19.49
198,2012-05-14 18:51:18,7144,6841,1,1,49.99,19.49
199,2012-05-15 03:20:44,7175,6869,1,1,49.99,19.49
200,2012-05-15 05:20:02,7178,3123,1,1,49.99,19.49
201,2012-05-15 05:28:05,7179,6872,1,1,49.99,19.49
202,2012-05-15 08:13:34,7188,6880,1,1,49.99,19.49
203,2012-05-15 08:56:05,7191,6882,1,1,49.99,19.49
204,2012-05-15 15:06:45,7240,6929,1,1,49.99,19.49
205,2012-05-15 15:29:52,7245,872,1,1,49.99,19.49
206,2012-05-15 17:26:16,7263,6948,1,1,49.99,19.49
207,2012-05-16 05:07:43,7311,6994,1,1,49.99,19.49
208,2012-05-16 05:33:50,7312,6995,1,1,49.99,19.49
209,2012-05-17 00:34:13,7421,7097,1,1,49.99,19.49
210,2012-05-17 16:23:20,7507,7176,1,1,49.99,19.49
211,2012-05-17 19:33:38,7528,7195,1,1,49.99,19.49
212,2012-05-18 10:29:28,7577,4607,1,1,49.99,19.49
213,2012-05-18 11:38:07,7590,7248,1,1,49.99,19.49
214,2012-05-18 13:43:00,7597,3264,1,1,49.99,19.49
215,2012-05-18 14:24:34,7604,7260,1,1,49.99,19.49
216,2012-05-19 03:45:52,7663,7314,1,1,49.99,19.49
217,2012-05-20 00:54:14,7710,7355,1,1,49.99,19.49
218,2012-05-20 09:53:49,7734,7379,1,1,49.99,19.49
219,2012-05-20 22:54:22,7787,7425,1,1,49.99,19.49
220,2012-05-20 23:15:35,7792,7430,1,1,49.99,19.49
221,2012-05-20 23:36:57,7795,7432,1,1,49.99,19.49
222,2012-05-21 05:26:35,7820,7455,1,1,49.99,19.49
223,2012-05-21 11:52:18,7864,7498,1,1,49.99,19.49
224,2012-05-21 16:48:12,7906,7533,1,1,49.99,19.49
225,2012-05-21 22:15:20,7947,7569,1,1,49.99,19.49
226,2012-05-22 05:15:47,7973,7594,1,1,49.99,19.49
227,2012-05-22 06:15:19,7978,7599,1,1,49.99,19.49
228,2012-05-22 11:40:48,8001,4430,1,1,49.99,19.49
229,2012-05-22 13:00:49,8011,7630,1,1,49.99,19.49
230,2012-05-22 16:53:01,8060,1997,1,1,49.99,19.49
231,2012-05-23 03:29:12,8130,7735,1,1,49.99,19.49
232,2012-05-23 22:13:43,8265,4098,1,1,49.99,19.49
233,2012-05-23 23:24:06,8272,7867,1,1,49.99,19.49
234,2012-05-24 19:34:52,8435,8016,1,1,49.99,19.49
235,2012-05-24 20:47:20,8447,8026,1,1,49.99,19.49
236,2012-05-25 04:56:43,8479,8053,1,1,49.99,19.49
237,2012-05-25 05:03:31,8480,8054,1,1,49.99,19.49
238,2012-05-25 11:32:25,8519,8090,1,1,49.99,19.49
239,2012-05-25 14:34:54,8543,8114,1,1,49.99,19.49
240,2012-05-25 14:47:19,8546,8116,1,1,49.99,19.49
241,2012-05-25 16:22:45,8569,8136,1,1,49.99,19.49
242,2012-05-26 13:48:44,8642,8202,1,1,49.99,19.49
243,2012-05-26 14:12:31,8643,8203,1,1,49.99,19.49
244,2012-05-26 17:15:58,8656,8216,1,1,49.99,19.49
245,2012-05-27 09:35:20,8694,8250,1,1,49.99,19.49
246,2012-05-27 23:20:09,8738,8289,1,1,49.99,19.49
247,2012-05-28 01:00:08,8748,8299,1,1,49.99,19.49
248,2012-05-28 06:32:53,8766,8314,1,1,49.99,19.49
249,2012-05-28 15:16:53,8810,8353,1,1,49.99,19.49
250,2012-05-29 06:08:15,8874,8409,1,1,49.99,19.49
251,2012-05-29 10:25:35,8903,8436,1,1,49.99,19.49
252,2012-05-29 10:28:05,8905,8438,1,1,49.99,19.49
253,2012-05-29 11:52:28,8921,8453,1,1,49.99,19.49
254,2012-05-29 15:26:24,8953,8484,1,1,49.99,19.49
255,2012-05-29 16:36:43,8963,8493,1,1,49.99,19.49
256,2012-05-29 17:05:01,8971,8501,1,1,49.99,19.49
257,2012-05-29 23:52:45,9020,8548,1,1,49.99,19.49
258,2012-05-30 03:09:09,9032,8559,1,1,49.99,19.49
259,2012-05-30 07:56:12,9042,8567,1,1,49.99,19.49
260,2012-05-30 12:03:14,9073,8594,1,1,49.99,19.49
261,2012-05-30 20:49:37,9166,8676,1,1,49.99,19.49
262,2012-05-30 23:02:24,9176,8684,1,1,49.99,19.49
263,2012-05-31 05:33:03,9193,8701,1,1,49.99,19.49
264,2012-05-31 09:04:38,9216,8721,1,1,49.99,19.49
265,2012-05-31 11:07:52,9240,7771,1,1,49.99,19.49
266,2012-05-31 16:48:56,9294,8792,1,1,49.99,19.49
267,2012-05-31 23:09:54,9342,8836,1,1,49.99,19.49
268,2012-06-01 06:22:07,9363,8855,1,1,49.99,19.49
269,2012-06-01 12:48:56,9412,8898,1,1,49.99,19.49
270,2012-06-01 12:57:29,9413,8899,1,1,49.99,19.49
271,2012-06-01 14:22:14,9428,8911,1,1,49.99,19.49
272,2012-06-01 18:27:57,9460,8941,1,1,49.99,19.49
273,2012-06-01 20:13:43,9467,8948,1,1,49.99,19.49
274,2012-06-02 13:04:20,9514,8992,1,1,49.99,19.49
275,2012-06-02 23:36:33,9547,9022,1,1,49.99,19.49
276,2012-06-03 07:08:32,9562,9033,1,1,49.99,19.49
277,2012-06-03 10:20:20,9568,9038,1,1,49.99,19.49
278,2012-06-03 17:07:33,9590,4154,1,1,49.99,19.49
279,2012-06-03 18:13:27,9592,9057,1,1,49.99,19.49
280,2012-06-04 01:52:42,9617,9082,1,1,49.99,19.49
281,2012-06-04 18:54:32,9735,9182,1,1,49.99,19.49
282,2012-06-05 00:05:08,9765,9209,1,1,49.99,19.49
283,2012-06-05 00:43:45,9769,9213,1,1,49.99,19.49
284,2012-06-05 03:25:52,9779,9222,1,1,49.99,19.49
285,2012-06-05 11:58:32,9819,9259,1,1,49.99,19.49
286,2012-06-05 14:05:13,9849,9284,1,1,49.99,19.49
287,2012-06-06 01:28:55,9915,9342,1,1,49.99,19.49
288,2012-06-06 08:14:09,9932,9357,1,1,49.99,19.49
289,2012-06-06 09:43:17,9942,9364,1,1,49.99,19.49
290,2012-06-06 10:54:47,9954,9374,1,1,49.99,19.49
291,2012-06-06 13:05:33,9989,9406,1,1,49.99,19.49
292,2012-06-06 16:36:33,10020,9433,1,1,49.99,19.49
293,2012-06-06 17:40:07,10033,9446,1,1,49.99,19.49
294,2012-06-06 18:13:18,10041,9454,1,1,49.99,19.49
295,2012-06-07 06:41:57,10105,9509,1,1,49.99,19.49
296,2012-06-07 09:31:47,10122,9525,1,1,49.99,19.49
297,2012-06-07 11:52:01,10151,9553,1,1,49.99,19.49
298,2012-06-07 12:51:42,10167,9567,1,1,49.99,19.49
299,2012-06-07 13:34:27,10177,9576,1,1,49.99,19.49
300,2012-06-07 20:46:55,10244,9640,1,1,49.99,19.49
301,2012-06-08 00:03:33,10265,9658,1,1,49.99,19.49
302,2012-06-08 01:47:40,10269,6616,1,1,49.99,19.49
303,2012-06-08 06:25:01,10277,9669,1,1,49.99,19.49
304,2012-06-08 09:11:42,10291,9681,1,1,49.99,19.49
305,2012-06-08 10:07:24,10300,9689,1,1,49.99,19.49
306,2012-06-08 13:58:12,10335,9721,1,1,49.99,19.49
307,2012-06-09 03:07:43,10411,9788,1,1,49.99,19.49
308,2012-06-09 14:35:34,10442,9816,1,1,49.99,19.49
309,2012-06-09 23:54:32,10468,9836,1,1,49.99,19.49
310,2012-06-10 18:55:21,10517,9881,1,1,49.99,19.49
311,2012-06-10 19:48:05,10518,9882,1,1,49.99,19.49
312,2012-06-10 21:39:55,10526,3428,1,1,49.99,19.49
313,2012-06-11 09:36:20,10575,9933,1,1,49.99,19.49
314,2012-06-11 10:54:00,10591,7271,1,1,49.99,19.49
315,2012-06-11 11:01:26,10600,9955,1,1,49.99,19.49
316,2012-06-11 11:47:49,10605,9959,1,1,49.99,19.49
317,2012-06-11 18:56:38,10674,3561,1,1,49.99,19.49
318,2012-06-12 02:14:58,10719,10065,1,1,49.99,19.49
319,2012-06-12 04:20:51,10721,10067,1,1,49.99,19.49
320,2012-06-12 11:24:59,10752,10094,1,1,49.99,19.49
321,2012-06-12 14:26:12,10787,10124,1,1,49.99,19.49
322,2012-06-12 19:17:57,10837,10172,1,1,49.99,19.49
323,2012-06-13 06:04:27,10886,10216,1,1,49.99,19.49
324,2012-06-13 10:37:39,10918,10246,1,1,49.99,19.49
325,2012-06-13 10:58:10,10922,10250,1,1,49.99,19.49
326,2012-06-13 11:16:36,10927,10254,1,1,49.99,19.49
327,2012-06-13 11:20:33,10926,10253,1,1,49.99,19.49
328,2012-06-13 11:50:45,10937,10264,1,1,49.99,19.49
329,2012-06-13 12:29:01,10946,10272,1,1,49.99,19.49
330,2012-06-13 14:02:27,10971,8333,1,1,49.99,19.49
331,2012-06-13 15:21:05,10985,10306,1,1,49.99,19.49
332,2012-06-13 17:09:12,11007,7350,1,1,49.99,19.49
333,2012-06-14 14:26:25,11154,10459,1,1,49.99,19.49
334,2012-06-15 13:58:14,11322,3736,1,1,49.99,19.49
335,2012-06-15 23:13:12,11386,10668,1,1,49.99,19.49
336,2012-06-16 00:01:59,11389,10671,1,1,49.99,19.49
337,2012-06-16 03:33:59,11397,10678,1,1,49.99,19.49
338,2012-06-16 12:01:25,11418,10699,1,1,49.99,19.49
339,2012-06-17 15:38:35,11502,10775,1,1,49.99,19.49
340,2012-06-17 19:48:58,11520,10791,1,1,49.99,19.49
341,2012-06-17 22:07:17,11530,10799,1,1,49.99,19.49
342,2012-06-17 22:28:00,11531,10800,1,1,49.99,19.49
343,2012-06-18 00:56:42,11543,10812,1,1,49.99,19.49
344,2012-06-18 13:34:15,11616,10876,1,1,49.99,19.49
345,2012-06-18 14:05:16,11618,10878,1,1,49.99,19.49
346,2012-06-18 15:11:43,11629,10889,1,1,49.99,19.49
347,2012-06-18 18:59:55,11657,10913,1,1,49.99,19.49
348,2012-06-18 21:48:03,11670,10924,1,1,49.99,19.49
349,2012-06-18 22:57:16,11677,10931,1,1,49.99,19.49
350,2012-06-19 11:32:52,11729,10975,1,1,49.99,19.49
351,2012-06-19 12:18:16,11739,10984,1,1,49.99,19.49
352,2012-06-19 13:30:33,11756,10998,1,1,49.99,19.49
353,2012-06-19 13:52:26,11762,11003,1,1,49.99,19.49
354,2012-06-19 16:48:25,11801,10235,1,1,49.99,19.49
355,2012-06-19 20:11:05,11835,11071,1,1,49.99,19.49
356,2012-06-20 11:33:35,11917,11148,1,1,49.99,19.49
357,2012-06-20 13:50:01,11946,11176,1,1,49.99,19.49
358,2012-06-20 14:47:06,11957,11187,1,1,49.99,19.49
359,2012-06-20 16:00:38,11971,11200,1,1,49.99,19.49
360,2012-06-20 17:08:38,11985,11211,1,1,49.99,19.49
361,2012-06-20 22:54:44,12028,11249,1,1,49.99,19.49
362,2012-06-21 04:58:24,12047,11268,1,1,49.99,19.49
363,2012-06-21 08:15:41,12065,11285,1,1,49.99,19.49
364,2012-06-21 11:10:30,12086,11304,1,1,49.99,19.49
365,2012-06-21 16:25:33,12141,11352,1,1,49.99,19.49
366,2012-06-21 19:59:44,12168,11376,1,1,49.99,19.49
367,2012-06-22 08:41:18,12216,2108,1,1,49.99,19.49
368,2012-06-22 11:36:44,12243,11443,1,1,49.99,19.49
369,2012-06-22 14:33:43,12284,11481,1,1,49.99,19.49
370,2012-06-22 18:49:05,12321,9542,1,1,49.99,19.49
371,2012-06-22 19:33:16,12329,11522,1,1,49.99,19.49
372,2012-06-23 12:06:08,12388,8237,1,1,49.99,19.49
373,2012-06-23 13:40:12,12394,11583,1,1,49.99,19.49
374,2012-06-23 16:36:18,12408,11597,1,1,49.99,19.49
375,2012-06-23 22:43:23,12424,11611,1,1,49.99,19.49
376,2012-06-24 22:23:27,12478,11660,1,1,49.99,19.49
377,2012-06-24 22:31:20,12479,11661,1,1,49.99,19.49
378,2012-06-25 07:54:20,12509,11687,1,1,49.99,19.49
379,2012-06-25 15:26:00,12568,11742,1,1,49.99,19.49
380,2012-06-25 16:15:11,12579,11753,1,1,49.99,19.49
381,2012-06-25 19:33:29,12604,11159,1,1,49.99,19.49
382,2012-06-25 19:54:22,12605,11776,1,1,49.99,19.49
383,2012-06-26 11:55:47,12672,5191,1,1,49.99,19.49
384,2012-06-26 15:30:33,12699,11858,1,1,49.99,19.49
385,2012-06-26 16:06:17,12708,11867,1,1,49.99,19.49
386,2012-06-26 18:57:33,12738,11897,1,1,49.99,19.49
387,2012-06-26 21:13:49,12760,3561,1,1,49.99,19.49
388,2012-06-27 08:32:24,12807,11959,1,1,49.99,19.49
389,2012-06-27 08:47:31,12809,9109,1,1,49.99,19.49
390,2012-06-27 11:00:53,12831,6390,1,1,49.99,19.49
391,2012-06-27 11:54:28,12837,11986,1,1,49.99,19.49
392,2012-06-27 17:25:39,12912,12048,1,1,49.99,19.49
393,2012-06-27 19:31:05,12927,12061,1,1,49.99,19.49
394,2012-06-28 10:23:55,12988,12113,1,1,49.99,19.49
395,2012-06-28 13:40:38,13016,12139,1,1,49.99,19.49
396,2012-06-28 16:39:38,13046,12165,1,1,49.99,19.49
397,2012-06-28 19:34:15,13073,12188,1,1,49.99,19.49
398,2012-06-28 20:48:11,13081,10278,1,1,49.99,19.49
399,2012-06-28 20:56:06,13083,12197,1,1,49.99,19.49
400,2012-06-28 22:09:09,13089,12203,1,1,49.99,19.49
401,2012-06-28 22:24:39,13093,12207,1,1,49.99,19.49
402,2012-06-28 22:31:35,13094,3293,1,1,49.99,19.49
403,2012-06-29 16:09:23,13194,12293,1,1,49.99,19.49
404,2012-06-29 18:43:37,13221,12320,1,1,49.99,19.49
405,2012-06-30 15:17:20,13285,12374,1,1,49.99,19.49
406,2012-06-30 15:36:55,13287,12376,1,1,49.99,19.49
407,2012-06-30 19:50:24,13297,6095,1,1,49.99,19.49
408,2012-07-01 04:39:15,13319,12406,1,1,49.99,19.49
409,2012-07-02 13:24:53,13460,12530,1,1,49.99,19.49
410,2012-07-02 16:45:36,13494,12562,1,1,49.99,19.49
411,2012-07-02 17:54:02,13510,12576,1,1,49.99,19.49
412,2012-07-03 08:18:59,13571,12632,1,1,49.99,19.49
413,2012-07-03 10:42:14,13591,12651,1,1,49.99,19.49
414,2012-07-03 16:47:31,13663,12716,1,1,49.99,19.49
415,2012-07-03 19:10:49,13694,7434,1,1,49.99,19.49
416,2012-07-04 05:03:48,13726,12768,1,1,49.99,19.49
417,2012-07-04 10:01:15,13745,12787,1,1,49.99,19.49
418,2012-07-04 10:47:55,13752,12793,1,1,49.99,19.49
419,2012-07-04 11:06:26,13754,6033,1,1,49.99,19.49
420,2012-07-04 14:43:10,13782,12818,1,1,49.99,19.49
421,2012-07-04 18:29:11,13812,12847,1,1,49.99,19.49
422,2012-07-05 00:47:21,13843,12875,1,1,49.99,19.49
423,2012-07-05 04:47:21,13857,12888,1,1,49.99,19.49
